gene_name	en_chr	en_start	en_end	tss_start	labels	ABC_score	strand	en_center	en_tss_center	distance
COPZ1	chr12	54689425	54689965	54718873	0	0.0437365292474381	+	54689695	-29178	29178
COPZ1	chr12	54690425	54690925	54718873	0	0.0262824613944105	+	54690675	-28198	28198
COPZ1	chr12	54691565	54692125	54718873	0	0.0262450824557878	+	54691845	-27028	27028
COPZ1	chr12	54694571	54695545	54718873	1	0.0426099352456995	+	54695058	-23815	23815
COPZ1	chr12	54697345	54697845	54718873	0	0.0144618578445669	+	54697595	-21278	21278
COPZ1	chr12	54698025	54698545	54718873	1	0.0442767238699823	+	54698285	-20588	20588
COPZ1	chr12	54700765	54701285	54718873	0	0.0351639358188121	+	54701025	-17848	17848
COPZ1	chr12	54751865	54752385	54718873	0	0.0129765809443321	+	54752125	33252	33252
COPZ1	chr12	54752805	54754045	54718873	0	0.03877188564221601	+	54753425	34552	34552
COPZ1	chr12	54754545	54755045	54718873	0	0.0039988983047612794	+	54754795	35922	35922
COPZ1	chr12	54758020	54758520	54718873	0	0.00043883190829208996	+	54758270	39397	39397
COPZ1	chr12	54761265	54761785	54718873	0	0.00143049156581331	+	54761525	42652	42652
COPZ1	chr12	54761905	54762405	54718873	0	0.00326684439739889	+	54762155	43282	43282
COPZ1	chr12	54762425	54763385	54718873	0	0.0106263933266371	+	54762905	44032	44032
COPZ1	chr12	54763945	54764465	54718873	0	0.00140899827758921	+	54764205	45332	45332
COPZ1	chr12	54770505	54771045	54718873	0	0.00112964368200534	+	54770775	51902	51902
COPZ1	chr12	54772805	54773305	54718873	0	0.000976226713897171	+	54773055	54182	54182
COPZ1	chr12	54773325	54773865	54718873	0	0.00201420874545277	+	54773595	54722	54722
COPZ1	chr12	54776885	54777385	54718873	0	0.00187994763563777	+	54777135	58262	58262
COPZ1	chr12	54778305	54778805	54718873	0	0.000695074051285836	+	54778555	59682	59682
COPZ1	chr12	54782505	54783045	54718873	0	0.00163970162890742	+	54782775	63902	63902
COPZ1	chr12	54783945	54784825	54718873	0	0.00603468335182502	+	54784385	65512	65512
COPZ1	chr12	54784839	54785445	54718873	0	0.00142699889156613	+	54785142	66269	66269
COPZ1	chr12	54787465	54788485	54718873	0	0.0016274388709609901	+	54787975	69102	69102
COPZ1	chr12	54793025	54793545	54718873	0	0.000533107874138084	+	54793285	74412	74412
COPZ1	chr12	54798085	54798625	54718873	0	0.000427309087761224	+	54798355	79482	79482
COPZ1	chr12	54810925	54811465	54718873	0	0.00169844987425145	+	54811195	92322	92322
COPZ1	chr12	54812800	54813665	54718873	0	0.0014775276702568801	+	54813232	94359	94359
COPZ1	chr12	54816905	54817445	54718873	0	0.00106929050833288	+	54817175	98302	98302
COPZ1	chr12	54819145	54819885	54718873	0	0.000340888135265723	+	54819515	100642	100642
COPZ1	chr12	54821185	54821825	54718873	0	0.000464326808337054	+	54821505	102632	102632
COPZ1	chr12	54822445	54822965	54718873	0	0.00120193013235205	+	54822705	103832	103832
COPZ1	chr12	54825905	54826665	54718873	0	0.00276839557643918	+	54826285	107412	107412
COPZ1	chr12	54833265	54833765	54718873	0	0.000556686276515962	+	54833515	114642	114642
COPZ1	chr12	54842025	54842525	54718873	0	0.000150663779992638	+	54842275	123402	123402
DHPS	chr19	12662106	12662665	12792701	0	0.0114128787789301	-	12662385	-130316	130316
DHPS	chr19	12674785	12675285	12792701	0	0.00166563633416643	-	12675035	-117666	117666
DHPS	chr19	12721373	12721981	12792701	0	0.0212915436090217	-	12721677	-71024	71024
DHPS	chr19	12750825	12751345	12792701	0	0.00162080922304656	-	12751085	-41616	41616
DHPS	chr19	12758305	12758885	12792701	0	0.00125246535404053	-	12758595	-34106	34106
DHPS	chr19	12777325	12777867	12792701	0	0.00919185304905639	-	12777596	-15105	15105
DHPS	chr19	12780145	12780725	12792701	0	0.0737749631495114	-	12780435	-12266	12266
DHPS	chr19	12782725	12783305	12792701	1	0.00255091869228185	-	12783015	-9686	9686
DHPS	chr19	12807205	12807765	12792701	0	0.0192542337835673	-	12807485	14784	14784
DHPS	chr19	12813805	12814305	12792701	0	0.0038721099780413	-	12814055	21354	21354
DHPS	chr19	12827685	12828205	12792701	0	0.0024435701087104	-	12827945	35244	35244
DHPS	chr19	12832705	12833225	12792701	0	0.00634311431733553	-	12832965	40264	40264
DHPS	chr19	12833305	12833805	12792701	0	0.0126527704917341	-	12833555	40854	40854
DHPS	chr19	12834545	12835060	12792701	0	0.0108029252526109	-	12834802	42101	42101
DHPS	chr19	12845325	12845839	12792701	0	0.007230014380571421	-	12845582	52881	52881
DHPS	chr19	12847665	12848522	12792701	0	0.040404366734670995	-	12848093	55392	55392
DHPS	chr19	12868285	12868805	12792701	0	0.00184910036646803	-	12868545	75844	75844
DHPS	chr19	12871305	12871845	12792701	0	0.0005527197957192019	-	12871575	78874	78874
DHPS	chr19	12876785	12877345	12792701	0	0.000913839977729823	-	12877065	84364	84364
DHPS	chr19	12886184	12886825	12792701	0	0.00245801687104437	-	12886504	93803	93803
DHPS	chr19	12888325	12888845	12792701	0	0.0015988018428168302	-	12888585	95884	95884
DHPS	chr19	12889945	12890545	12792701	0	0.00232345816171308	-	12890245	97544	97544
DHPS	chr19	12893105	12893985	12792701	0	0.00489898994455561	-	12893545	100844	100844
DHPS	chr19	12895265	12895785	12792701	0	0.0110945983018028	-	12895525	102824	102824
DHPS	chr19	12900645	12901165	12792701	0	0.00266560179454267	-	12900905	108204	108204
DHPS	chr19	12902005	12902559	12792701	0	0.0035729397019732	-	12902282	109581	109581
DHPS	chr19	12904165	12904665	12792701	0	0.00209541988405269	-	12904415	111714	111714
DHPS	chr19	12906845	12907745	12792701	0	0.00827818644014309	-	12907295	114594	114594
DHPS	chr19	12912425	12912974	12792701	0	0.00375906005243865	-	12912699	119998	119998
DHPS	chr19	12916645	12917677	12792701	0	0.00893680544045804	-	12917161	124460	124460
DNASE2	chr19	12868285	12868805	12992335	0	0.000859326080285299	-	12868545	-123790	123790
DNASE2	chr19	12871305	12871845	12992335	0	0.000543504214098507	-	12871575	-120760	120760
DNASE2	chr19	12876785	12877345	12992335	0	0.00046859244841814695	-	12877065	-115270	115270
DNASE2	chr19	12886184	12886825	12992335	1	0.00202217009213187	-	12886504	-105831	105831
DNASE2	chr19	12888325	12888845	12992335	0	0.0013153080061716	-	12888585	-103750	103750
DNASE2	chr19	12889945	12890545	12992335	0	0.0020511472969969896	-	12890245	-102090	102090
DNASE2	chr19	12893105	12893985	12992335	0	0.00432482501659592	-	12893545	-98790	98790
DNASE2	chr19	12895265	12895785	12992335	0	0.0104980270396505	-	12895525	-96810	96810
DNASE2	chr19	12900645	12901165	12992335	0	0.004743729625874621	-	12900905	-91430	91430
DNASE2	chr19	12902005	12902559	12992335	0	0.00635843656408621	-	12902282	-90053	90053
DNASE2	chr19	12904165	12904665	12992335	0	0.00372902862047064	-	12904415	-87920	87920
DNASE2	chr19	12906845	12907745	12992335	0	0.00383108075022051	-	12907295	-85040	85040
DNASE2	chr19	12912425	12912974	12992335	0	0.00274973837313383	-	12912699	-79636	79636
DNASE2	chr19	12916645	12917677	12992335	0	0.011910463059857001	-	12917161	-75174	75174
DNASE2	chr19	12925705	12926305	12992335	0	0.00118978508395935	-	12926005	-66330	66330
DNASE2	chr19	12935945	12936745	12992335	0	0.0038425459568024	-	12936345	-55990	55990
DNASE2	chr19	12939125	12939705	12992335	0	0.000515892385079799	-	12939415	-52920	52920
DNASE2	chr19	12941239	12941805	12992335	0	0.00201601429734235	-	12941522	-50813	50813
DNASE2	chr19	12943165	12943725	12992335	0	0.0010346047598925301	-	12943445	-48890	48890
DNASE2	chr19	12946045	12946545	12992335	0	0.0010329845649001699	-	12946295	-46040	46040
DNASE2	chr19	12947025	12947525	12992335	0	0.004295401866742679	-	12947275	-45060	45060
DNASE2	chr19	12948705	12949508	12992335	0	0.0036287175218684	-	12949106	-43229	43229
DNASE2	chr19	12951265	12951825	12992335	0	0.0074524442570919	-	12951545	-40790	40790
DNASE2	chr19	12951925	12952425	12992335	0	0.004359228079615939	-	12952175	-40160	40160
DNASE2	chr19	12958325	12958825	12992335	0	0.00150178121721062	-	12958575	-33760	33760
DNASE2	chr19	12977965	12978745	12992335	0	0.0151862945996508	-	12978355	-13980	13980
DNASE2	chr19	12983025	12983525	12992335	0	0.00595188676743508	-	12983275	-9060	9060
DNASE2	chr19	12993385	12993885	12992335	1	0.0120052482613524	-	12993635	1300	1300
DNASE2	chr19	12994425	12994945	12992335	1	0.0619755824807589	-	12994685	2350	2350
DNASE2	chr19	12995825	12996325	12992335	0	0.0835907985290025	-	12996075	3740	3740
DNASE2	chr19	12996905	12998745	12992335	0	0.21016589716841103	-	12997825	5490	5490
DNASE2	chr19	12999705	13000205	12992335	0	0.0060184498441274	-	12999955	7620	7620
DNASE2	chr19	13001505	13002192	12992335	0	0.023018708597242993	-	13001848	9513	9513
DNASE2	chr19	13019305	13019805	12992335	0	0.0026467697047047	-	13019555	27220	27220
DNASE2	chr19	13029836	13030425	12992335	0	0.0124823645109398	-	13030130	37795	37795
DNASE2	chr19	13044308	13044885	12992335	0	0.0241514320576841	-	13044596	52261	52261
DNASE2	chr19	13044985	13045485	12992335	0	0.0145698579986041	-	13045235	52900	52900
DNASE2	chr19	13045805	13046305	12992335	0	0.0011766403101904	-	13046055	53720	53720
DNASE2	chr19	13047265	13047765	12992335	0	0.0014852654545183198	-	13047515	55180	55180
DNASE2	chr19	13049025	13049663	12992335	0	0.0299528801300555	-	13049344	57009	57009
DNASE2	chr19	13056305	13057565	12992335	0	0.0288800627364981	-	13056935	64600	64600
DNASE2	chr19	13067818	13068345	12992335	0	0.00444554725873896	-	13068081	75746	75746
DNASE2	chr19	13075665	13076805	12992335	0	0.00656342055931595	-	13076235	83900	83900
DNASE2	chr19	13085005	13085525	12992335	0	0.00027465193598581603	-	13085265	92930	92930
DNASE2	chr19	13088545	13089065	12992335	0	0.000391349268326947	-	13088805	96470	96470
DNASE2	chr19	13094325	13094825	12992335	0	6.01745867447413e-05	-	13094575	102240	102240
DNASE2	chr19	13095965	13096465	12992335	0	0.0017753893510882102	-	13096215	103880	103880
DNASE2	chr19	13107305	13107805	12992335	0	0.000388519089044657	-	13107555	115220	115220
FTL	chr19	49338885	49339405	49468565	0	0.0036430098984577704	+	49339145	-129420	129420
FTL	chr19	49345685	49346405	49468565	0	0.000998093962795548	+	49346045	-122520	122520
FTL	chr19	49347645	49348165	49468565	0	0.000631939329993936	+	49347905	-120660	120660
FTL	chr19	49357245	49357765	49468565	0	0.00136276313602029	+	49357505	-111060	111060
FTL	chr19	49361765	49362265	49468565	0	0.000745642504339334	+	49362015	-106550	106550
FTL	chr19	49362425	49362945	49468565	0	0.00394907250230902	+	49362685	-105880	105880
FTL	chr19	49363225	49363765	49468565	0	0.007443419699831741	+	49363495	-105070	105070
FTL	chr19	49370285	49370805	49468565	0	0.00140387419622335	+	49370545	-98020	98020
FTL	chr19	49375325	49375898	49468565	1	0.0327387261941854	+	49375611	-92954	92954
FTL	chr19	49376085	49376585	49468565	1	0.025073943422554	+	49376335	-92230	92230
FTL	chr19	49376745	49377245	49468565	1	0.0257005746035584	+	49376995	-91570	91570
FTL	chr19	49377625	49378145	49468565	1	0.0138648049673959	+	49377885	-90680	90680
FTL	chr19	49378405	49379925	49468565	0	0.0199293633045923	+	49379165	-89400	89400
FTL	chr19	49381225	49382185	49468565	1	0.0233195307627249	+	49381705	-86860	86860
FTL	chr19	49391365	49391905	49468565	0	0.0011398453209911599	+	49391635	-76930	76930
FTL	chr19	49393745	49394245	49468565	0	0.00225512276814684	+	49393995	-74570	74570
FTL	chr19	49395065	49395625	49468565	0	0.0059787034944923795	+	49395345	-73220	73220
FTL	chr19	49399345	49399905	49468565	0	0.00174789992155755	+	49399625	-68940	68940
FTL	chr19	49401746	49402745	49468565	0	0.00963700746794228	+	49402245	-66320	66320
FTL	chr19	49403056	49403725	49468565	0	0.0166236936080664	+	49403390	-65175	65175
FTL	chr19	49421898	49422585	49468565	0	0.0029402421694246	+	49422241	-46324	46324
FTL	chr19	49430065	49430565	49468565	0	0.0070712223201877	+	49430315	-38250	38250
FTL	chr19	49436585	49437188	49468565	0	0.0113607581310437	+	49436886	-31679	31679
FTL	chr19	49446285	49446805	49468565	0	0.0019163612532530102	+	49446545	-22020	22020
FTL	chr19	49454265	49454865	49468565	0	0.008142882251386029	+	49454565	-14000	14000
FTL	chr19	49457745	49458366	49468565	0	0.0267202582965491	+	49458055	-10510	10510
FTL	chr19	49465505	49466025	49468565	1	0.0580082982631367	+	49465765	-2800	2800
FTL	chr19	49466965	49467465	49468565	1	0.0820554199775805	+	49467215	-1350	1350
FTL	chr19	49473045	49473565	49468565	0	0.0170985346498817	+	49473305	4740	4740
FTL	chr19	49474085	49474605	49468565	1	0.0104639891856701	+	49474345	5780	5780
FTL	chr19	49479345	49479885	49468565	0	0.00658440626296565	+	49479615	11050	11050
FTL	chr19	49482085	49482585	49468565	0	0.00304884159689934	+	49482335	13770	13770
FTL	chr19	49486785	49487285	49468565	0	0.000526820485421884	+	49487035	18470	18470
FTL	chr19	49495365	49495905	49468565	0	0.00215279896955665	+	49495635	27070	27070
FTL	chr19	49496360	49497345	49468565	0	0.0125259664320076	+	49496852	28287	28287
FTL	chr19	49520885	49521385	49468565	0	0.000650912269252119	+	49521135	52570	52570
FTL	chr19	49522305	49523045	49468565	0	0.00045343765671270803	+	49522675	54110	54110
FTL	chr19	49534785	49535418	49468565	0	0.000307846732407559	+	49535101	66536	66536
FTL	chr19	49539941	49540505	49468565	0	0.00031354334478671497	+	49540223	71658	71658
FTL	chr19	49541805	49542325	49468565	0	8.804242138596801e-05	+	49542065	73500	73500
FTL	chr19	49558747	49559725	49468565	0	0.000504237705146785	+	49559236	90671	90671
FTL	chr19	49574965	49575505	49468565	0	0.00013723895436988502	+	49575235	106670	106670
FTL	chr19	49577085	49577585	49468565	0	0.000776347103074076	+	49577335	108770	108770
FTL	chr19	49584465	49584965	49468565	0	0.000127629187709683	+	49584715	116150	116150
FTL	chr19	49588146	49588845	49468565	0	0.00524574716188865	+	49588495	119930	119930
FUT1	chr19	49127205	49127745	49256917	0	0.00582969186824006	-	49127475	-129442	129442
FUT1	chr19	49136565	49137065	49256917	0	0.0045533299742404705	-	49136815	-120102	120102
FUT1	chr19	49137625	49138125	49256917	0	0.00915381942160957	-	49137875	-119042	119042
FUT1	chr19	49138385	49139005	49256917	0	0.0036906753930409705	-	49138695	-118222	118222
FUT1	chr19	49140557	49141785	49256917	0	0.0143797751905425	-	49141171	-115746	115746
FUT1	chr19	49142125	49142625	49256917	0	0.00515540642892961	-	49142375	-114542	114542
FUT1	chr19	49147965	49148465	49256917	0	0.00225276021605122	-	49148215	-108702	108702
FUT1	chr19	49149245	49150285	49256917	0	0.00477135064305867	-	49149765	-107152	107152
FUT1	chr19	49164145	49164725	49256917	0	0.0113644217247085	-	49164435	-92482	92482
FUT1	chr19	49178545	49179065	49256917	0	0.00077734372096388	-	49178805	-78112	78112
FUT1	chr19	49181385	49181885	49256917	0	0.00150266238548769	-	49181635	-75282	75282
FUT1	chr19	49184245	49184745	49256917	0	0.00329089150281733	-	49184495	-72422	72422
FUT1	chr19	49188705	49189225	49256917	0	0.000644155351722641	-	49188965	-67952	67952
FUT1	chr19	49201245	49201785	49256917	0	0.00273239827070542	-	49201515	-55402	55402
FUT1	chr19	49217245	49217905	49256917	0	0.0100266642968854	-	49217575	-39342	39342
FUT1	chr19	49223765	49224305	49256917	1	0.0135789274149582	-	49224035	-32882	32882
FUT1	chr19	49228065	49228565	49256917	0	0.00867715666602589	-	49228315	-28602	28602
FUT1	chr19	49240545	49241065	49256917	0	0.0149355064621035	-	49240805	-16112	16112
FUT1	chr19	49241785	49242285	49256917	0	0.016278794909285	-	49242035	-14882	14882
FUT1	chr19	49243720	49245145	49256917	1	0.0250006916222436	-	49244432	-12485	12485
FUT1	chr19	49248365	49248885	49256917	1	0.0054516985823322706	-	49248625	-8292	8292
FUT1	chr19	49277645	49278145	49256917	0	0.00232751548981246	-	49277895	20978	20978
FUT1	chr19	49284045	49284685	49256917	1	0.0238080801546755	-	49284365	27448	27448
FUT1	chr19	49287765	49288285	49256917	0	0.00516027079842023	-	49288025	31108	31108
FUT1	chr19	49291305	49291865	49256917	0	0.0007865169747684929	-	49291585	34668	34668
FUT1	chr19	49298545	49299065	49256917	0	0.00494346321362684	-	49298805	41888	41888
FUT1	chr19	49309805	49310825	49256917	0	0.00172331126985649	-	49310315	53398	53398
FUT1	chr19	49314070	49314625	49256917	0	0.001344981542874	-	49314347	57430	57430
FUT1	chr19	49315365	49315905	49256917	0	0.00254167184128006	-	49315635	58718	58718
FUT1	chr19	49319185	49319685	49256917	0	0.000851335740868818	-	49319435	62518	62518
FUT1	chr19	49322685	49323205	49256917	0	0.00046229402825638093	-	49322945	66028	66028
FUT1	chr19	49333325	49333845	49256917	0	0.0	-	49333585	76668	76668
FUT1	chr19	49338885	49339405	49256917	0	0.00549955417017287	-	49339145	82228	82228
FUT1	chr19	49345685	49346405	49256917	0	0.0011688046991431	-	49346045	89128	89128
FUT1	chr19	49347645	49348165	49256917	0	0.0007400241720744209	-	49347905	90988	90988
FUT1	chr19	49357245	49357765	49256917	0	0.000964343114104584	-	49357505	100588	100588
FUT1	chr19	49361765	49362265	49256917	0	0.000732280023692935	-	49362015	105098	105098
FUT1	chr19	49362425	49362945	49256917	0	0.0038783021202878297	-	49362685	105768	105768
FUT1	chr19	49363225	49363765	49256917	0	0.00731002795901332	-	49363495	106578	106578
FUT1	chr19	49370285	49370805	49256917	0	0.000864525028505294	-	49370545	113628	113628
FUT1	chr19	49375325	49375898	49256917	0	0.0072855158661296405	-	49375611	118694	118694
FUT1	chr19	49376085	49376585	49256917	0	0.00557983262842702	-	49376335	119418	119418
FUT1	chr19	49376745	49377245	49256917	0	0.00571928006399127	-	49376995	120078	120078
FUT1	chr19	49377625	49378145	49256917	0	0.00308540582708121	-	49377885	120968	120968
FUT1	chr19	49378405	49379925	49256917	0	0.00443498295249057	-	49379165	122248	122248
FUT1	chr19	49381225	49382185	49256917	0	0.00700522417794864	-	49381705	124788	124788
GATA1	chrX	48534565	48535105	48644981	0	0.00661091776026454	+	48534835	-110146	110146
GATA1	chrX	48538765	48539265	48644981	0	0.00147178731683181	+	48539015	-105966	105966
GATA1	chrX	48541905	48542445	48644981	0	0.000623945700249986	+	48542175	-102806	102806
GATA1	chrX	48553405	48554194	48644981	0	0.000474129012095001	+	48553799	-91182	91182
GATA1	chrX	48554625	48555165	48644981	0	0.00287633997864981	+	48554895	-90086	90086
GATA1	chrX	48555265	48555805	48644981	0	0.00415316977164619	+	48555535	-89446	89446
GATA1	chrX	48559305	48559825	48644981	0	0.0028470885801760897	+	48559565	-85416	85416
GATA1	chrX	48560285	48560825	48644981	0	0.0064909089661778895	+	48560555	-84426	84426
GATA1	chrX	48570385	48570885	48644981	0	0.00046690219080757693	+	48570635	-74346	74346
GATA1	chrX	48573385	48573925	48644981	0	0.00124942360195231	+	48573655	-71326	71326
GATA1	chrX	48594765	48595265	48644981	0	0.0016864888389725	+	48595015	-49966	49966
GATA1	chrX	48595425	48596325	48644981	0	0.0317703420125324	+	48595875	-49106	49106
GATA1	chrX	48597445	48597945	48644981	0	0.00116105266224609	+	48597695	-47286	47286
GATA1	chrX	48610905	48611405	48644981	0	0.0008082974259055839	+	48611155	-33826	33826
GATA1	chrX	48619903	48620645	48644981	1	0.00471302624625415	+	48620274	-24707	24707
GATA1	chrX	48623325	48623865	48644981	0	0.00243310387264293	+	48623595	-21386	21386
GATA1	chrX	48623905	48624465	48644981	0	0.00691389326729478	+	48624185	-20796	20796
GATA1	chrX	48628605	48629585	48644981	0	0.0161615862958055	+	48629095	-15886	15886
GATA1	chrX	48635365	48635885	48644981	0	0.0201545766136775	+	48635625	-9356	9356
GATA1	chrX	48637765	48638265	48644981	0	0.007933398995312741	+	48638015	-6966	6966
GATA1	chrX	48643025	48643685	48644981	1	0.0276784022823311	+	48643355	-1626	1626
GATA1	chrX	48656645	48657145	48644981	0	0.00539814152398241	+	48656895	11914	11914
GATA1	chrX	48670685	48671185	48644981	0	0.00133132994482939	+	48670935	25954	25954
GATA1	chrX	48692065	48692625	48644981	0	0.00041664072949420297	+	48692345	47364	47364
GATA1	chrX	48700065	48700565	48644981	1	0.000744050124447366	+	48700315	55334	55334
GATA1	chrX	48713165	48713665	48644981	0	0.000407476497589696	+	48713415	68434	68434
GATA1	chrX	48722545	48723045	48644981	0	0.00110104885483386	+	48722795	77814	77814
GATA1	chrX	48726205	48726785	48644981	0	0.00316707584252554	+	48726495	81514	81514
GATA1	chrX	48735285	48735785	48644981	0	0.000193852452177396	+	48735535	90554	90554
GATA1	chrX	48742005	48742525	48644981	0	0.000635040401189816	+	48742265	97284	97284
GATA1	chrX	48747605	48748145	48644981	0	0.00121955459896051	+	48747875	102894	102894
GATA1	chrX	48748805	48749325	48644981	0	0.0026140287994896602	+	48749065	104084	104084
GATA1	chrX	48753985	48754805	48644981	0	0.0116609823992026	+	48754395	109414	109414
GATA1	chrX	48754885	48755765	48644981	0	0.0231361643000957	+	48755325	110344	110344
GATA1	chrX	48756025	48756525	48644981	0	0.000758454164509235	+	48756275	111294	111294
GATA1	chrX	48768205	48768865	48644981	0	0.00691079304206192	+	48768535	123554	123554
GATA1	chrX	48768985	48769525	48644981	0	0.00939953782700856	+	48769255	124274	124274
GATA1	chrX	48774465	48774965	48644981	0	0.00672444036357195	+	48774715	129734	129734
H1FX	chr3	128914485	128915005	129035120	0	0.009677370064935329		128914745	-120375	120375
H1FX	chr3	128930565	128931065	129035120	0	0.007364982974723191		128930815	-104305	104305
H1FX	chr3	128945145	128945685	129035120	0	0.00193937524004155		128945415	-89705	89705
H1FX	chr3	128947965	128948485	129035120	0	0.008040465271190591		128948225	-86895	86895
H1FX	chr3	128949025	128949945	129035120	0	0.00284131382158355		128949485	-85635	85635
H1FX	chr3	128957705	128958225	129035120	0	0.007871990000735159		128957965	-77155	77155
H1FX	chr3	128964465	128965005	129035120	1	0.00264230600749399		128964735	-70385	70385
H1FX	chr3	128968125	128968702	129035120	0	0.0431059703252109		128968413	-66707	66707
H1FX	chr3	128997445	128998066	129035120	0	0.033463167547855		128997755	-37365	37365
H1FX	chr3	128998365	128998905	129035120	0	0.0303225323839527		128998635	-36485	36485
H1FX	chr3	129024465	129024965	129035120	1	0.0210517485902411		129024715	-10405	10405
H1FX	chr3	129046285	129046785	129035120	0	0.0156152011455719		129046535	11415	11415
H1FX	chr3	129047445	129047945	129035120	0	0.00405257113427089		129047695	12575	12575
H1FX	chr3	129063325	129063825	129035120	0	0.00343608116632053		129063575	28455	28455
H1FX	chr3	129079865	129080365	129035120	0	0.0		129080115	44995	44995
H1FX	chr3	129102085	129102585	129035120	0	0.00239745274348132		129102335	67215	67215
H1FX	chr3	129104285	129104945	129035120	0	0.00419402366787504		129104615	69495	69495
H1FX	chr3	129118032	129119345	129035120	0	0.0364576816307059		129118688	83568	83568
H1FX	chr3	129132045	129133425	129035120	0	0.0365522899346481		129132735	97615	97615
H1FX	chr3	129143005	129143505	129035120	0	0.00609588337879975		129143255	108135	108135
H1FX	chr3	129147244	129148185	129035120	0	0.0154180633734754		129147714	112594	112594
H1FX	chr3	129150825	129151345	129035120	0	0.00538205056116975		129151085	115965	115965
H1FX	chr3	129158125	129159272	129035120	0	0.0487812862136131		129158698	123578	123578
H1FX	chr3	129162925	129163465	129035120	0	0.00489997757596195		129163195	128075	128075
HDAC6	chrX	48534565	48535105	48660422	0	0.00269443807128277	+	48534835	-125587	125587
HDAC6	chrX	48538765	48539265	48660422	0	0.00215737387383104	+	48539015	-121407	121407
HDAC6	chrX	48541905	48542445	48660422	0	0.000823354109358857	+	48542175	-118247	118247
HDAC6	chrX	48553405	48554194	48660422	0	0.0006855832575914	+	48553799	-106623	106623
HDAC6	chrX	48554625	48555165	48660422	0	0.00415914336013673	+	48554895	-105527	105527
HDAC6	chrX	48555265	48555805	48660422	0	0.00297782995224189	+	48555535	-104887	104887
HDAC6	chrX	48559305	48559825	48660422	0	0.00204136746554758	+	48559565	-100857	100857
HDAC6	chrX	48560285	48560825	48660422	0	0.00625999250147193	+	48560555	-99867	99867
HDAC6	chrX	48570385	48570885	48660422	0	0.000276276429590479	+	48570635	-89787	89787
HDAC6	chrX	48573385	48573925	48660422	0	0.0007393117843298371	+	48573655	-86767	86767
HDAC6	chrX	48594765	48595265	48660422	0	0.000659069936993643	+	48595015	-65407	65407
HDAC6	chrX	48595425	48596325	48660422	0	0.0124156631366878	+	48595875	-64547	64547
HDAC6	chrX	48597445	48597945	48660422	0	0.00045373256393386297	+	48597695	-62727	62727
HDAC6	chrX	48610905	48611405	48660422	0	0.000633575841908708	+	48611155	-49267	49267
HDAC6	chrX	48619903	48620645	48660422	0	0.00223127107003675	+	48620274	-40148	40148
HDAC6	chrX	48623325	48623865	48660422	0	0.00115189561817895	+	48623595	-36827	36827
HDAC6	chrX	48623905	48624465	48660422	0	0.00327321963057127	+	48624185	-36237	36237
HDAC6	chrX	48628605	48629585	48660422	0	0.0050900825152864395	+	48629095	-31327	31327
HDAC6	chrX	48635365	48635885	48660422	0	0.0044205420869225	+	48635625	-24797	24797
HDAC6	chrX	48643025	48643685	48660422	1	0.00635570213366871	+	48643355	-17067	17067
HDAC6	chrX	48647805	48648385	48660422	0	0.00725114870979107	+	48648095	-12327	12327
HDAC6	chrX	48651705	48652205	48660422	0	0.0029921175574332	+	48651955	-8467	8467
HDAC6	chrX	48652605	48653165	48660422	0	0.0218262531118363	+	48652885	-7537	7537
HDAC6	chrX	48653225	48653725	48660422	0	0.0222258688965857	+	48653475	-6947	6947
HDAC6	chrX	48656645	48657145	48660422	0	0.005969950324972479	+	48656895	-3527	3527
HDAC6	chrX	48692065	48692625	48660422	0	0.00067904900905947	+	48692345	31923	31923
HDAC6	chrX	48722545	48723045	48660422	0	0.00202444249747194	+	48722795	62373	62373
HDAC6	chrX	48726205	48726785	48660422	0	0.00222994902648468	+	48726495	66073	66073
HDAC6	chrX	48742005	48742525	48660422	0	0.000349406123302539	+	48742265	81843	81843
HDAC6	chrX	48747605	48748145	48660422	0	0.00237461890802105	+	48747875	87453	87453
HDAC6	chrX	48748805	48749325	48660422	0	0.00508982723583719	+	48749065	88643	88643
HDAC6	chrX	48753985	48754805	48660422	0	0.0150533007682276	+	48754395	93973	93973
HDAC6	chrX	48754885	48755765	48660422	0	0.0316739144511619	+	48755325	94903	94903
HDAC6	chrX	48768205	48768865	48660422	0	0.00731278698845855	+	48768535	108113	108113
HDAC6	chrX	48768985	48769525	48660422	0	0.00994629957813984	+	48769255	108833	108833
HDAC6	chrX	48774465	48774965	48660422	0	0.007108547973733509	+	48774715	114293	114293
HDAC6	chrX	48776145	48776663	48660422	0	0.00287234190442365	+	48776404	115982	115982
HDAC6	chrX	48777085	48777985	48660422	0	0.00453779382683267	+	48777535	117113	117113
HNRNPA1	chr12	54552865	54553385	54674473	0	0.00010040011302383	+	54553125	-121348	121348
HNRNPA1	chr12	54555385	54555905	54674473	0	0.000494701294801169	+	54555645	-118828	118828
HNRNPA1	chr12	54562745	54563305	54674473	0	9.31207917676379e-05	+	54563025	-111448	111448
HNRNPA1	chr12	54569125	54569625	54674473	0	0.000244700140659772	+	54569375	-105098	105098
HNRNPA1	chr12	54582528	54583125	54674473	0	0.00123179544936104	+	54582826	-91647	91647
HNRNPA1	chr12	54585265	54585765	54674473	0	0.000190069081865923	+	54585515	-88958	88958
HNRNPA1	chr12	54589485	54589985	54674473	0	0.000231166886633641	+	54589735	-84738	84738
